term,subset,value,odds_ratio,p_value,exact_matches,conceptual_matches,Text 1,Text 2,Text 3,total_matches
access,Ins Category, Access Organization,13.3422939068,5.6942181151e-08,92,18,"Met with a regional drug use management and pathway implementation AI, who provided the following unsolicited insights.
?	He says they are still in contracting for past year with VIA, which has not been finalized.  
?	At this point in time, VIA pathway not yet implemented for his organization, but he has access to the VIA ?sandbox? so he is able to access the system and has knowledge of pathways for tumor types.
?	In regards to SCLC, he reactively disclosed that the pathway has been updated recently after the update of the NCCN guidelines (inclusion of regimen as option in 2L).
?	AI said that Nivo is on pathway for NSCLC.  If a patient does not have a PDL1 test, it?s unknown, or the test shows a low or non-expressor, then Nivo is the choice.  
?	The pathway asks if a NSCLC patient has a positive PDL1 test, without referring to specific PDL1 thresholds.  If it?s positive, then Keytruda is offered.  If it?s negative, Opdivo is offered.  
?	He mentioned that VIA pathway adherence goal is 80% for his organization (didn?t specific whether this is target across tumors or is goal for each tumor type).
?	He says VIA pathway is provider centric, which is useful in community practices, and less useful in an academic setting where providers are more familiar with SOC and understand the data. 
?	AI said that the VIA pathway adherence also has a patient choice component, such as a preference for orals over infusible medicines.  He said this is not fully incorporated into the system yet.","Met with a regional drug use management and pathway implementation AI, who provided the following unsolicited insights.

?	He says they are still in contracting for past year with VIA, which has not been finalized.  
?	At this point in time, VIA pathway not yet implemented for his organization, but he has access to the VIA ?sandbox? so he is able to access the system and has knowledge of pathways for tumor types.
?	In regards to SCLC, he reactively disclosed that the pathway has been updated recently after the update of the NCCN guidelines (inclusion of regimen as option in 2L).
?	AI said that Nivo is on pathway for NSCLC.  If a patient does not have a PDL1 test, it?s unknown, or the test shows a low or non-expressor, then Nivo is the choice.  
?	The pathway asks if a NSCLC patient has a positive PDL1 test, without referring to specific PDL1 thresholds.  If it?s positive, then Keytruda is offered.  If it?s negative, Opdivo is offered.  
?	He mentioned that VIA pathway adherence goal is 80% for his organization (didn?t specific whether this is target across tumors or is goal for each tumor type).
?	He says VIA pathway is provider centric, which is useful in community practices, and less useful in a academic setting where providers are more familiar with SOC and understand the data. 
?	AI said that the VIA pathway adherence also has a patient choice component, such as a preference for orals over infusible medicines.  He said this is not fully incorporated into the system yet.","TL mentioned the fact that the BMS access to off label drug was cumbersome, and the the Merck program was much easier to navigate.  When probed further, it seems as though he was trying to do things on his own via the internet rather than take advantage of the ARM for his clinic.  I shared the ARM contact info and made mention of the fact that we typically hear quite the opposite about accessing Opdivo in off label scenarios.  He was appreciative of the information.",110
payers,Ins Category, Access Organization,12.2965465465,2.63504878404e-08,47,87,"A large NCCN institution in New England is deploying its own clinical pathway across its main hospital and its satellite hospitals.  The goal of this effort is to harmonize care across the network and improve patient outcomes.  Cost to the hospital system and the patients did not influence the stratification of therapies and treatment modalities.  Commenting on payer-initiated pathways, the clinical lead for pathways predicted that the commercial pathways will get progressively stringent, once payers realize that the earlier versions are not providing the cost savings anticipated.","Truly revolutionary drugs make clinical pathways irrelevant, according to a national access influencer with payer experience.   Any drug with a long-tail efficacy curve has to be on all pathways, not to deprive the patients of the possibility of a very long survival.  He reiterated this point from the podium, using nivolumab in lung as an example of a drug that radically changed treatment algorithms.","I met with NCCN panelist for HN and two other MDs at his hospital
They feel right now PD1 inhibitors are standard second line HN.  This is their SOC and they have not had any pushback (have not needed a single appeal) from any payer at their institution.  They consider Nivo and Pembro equivalent.",134
mostly,Ins Category, Access Organization,12.2551440329,1.91798822882e-06,34,0,"NTL in midwest noted her institution had a number of patients that went through numerous lines of chemo in NSCLC prior to Nivo approval.  They went on Nivo on approval and a number of them are still doing well.  Got impression they were still getting Nivo q 2 but did not ask specifically

Same TL also sees fair bit of sarcoma (70 a yr., mostly peds)  and has had decent sucess with nivo generally through expanded access.","RTL at university center in midwest noted that like most others results of 026/024 were surprise without clear explanation

Noted atezo would have strong potential at his institution mostly due to q 3 dosing

Noted little usage of pembro in first line so far

Felt chemo/IO had strong potential",RTL in SCCHN noted at his center (Major university in midwest) they were using mostly pembro off trial for HN cancer because it has been approved longer and his center feels access is easier.  This contrasts with another major center in same city who has been using nivo all yr without any insurance issues.,34
panelist,Ins Category, Access Organization,11.5426356589,1.18312871049e-08,134,164,"Eric Mortenson and I met with a HL NCCN panelist for a profiling exercise. Below are NCCN related insights.

The panel meets every 12-18 months in person. The next panel meeting is August; however, he stated we should expect an update to the guidelines within 6 weeks.
?	How their update approval process is designed:
o	An admin sends out the proposed guidelines for comment from the rest of the panelists via email. AI stated the ?very loud? panelists typically get their way. He stated the PD-1?s have been sent out for review and ?you will be happy with the outcome.?
?	When asked what data is needed for an NCCN update, he stated heavier weight is given for FDA approvals; however, phase II or better data will be reviewed. He stated there was not a standard endpoint required for a given category rating (ie OS for category 1).

Each panel operates independantly with their own set of rules.","A NSCLC guidelines panelist representing a Northeast NCCN institution admitted that the evidence blocks are inaccurate and subjective.  As a surgeon, he routinely abstain from commenting on these.  According to this panelist, neither the guidelines nor the evidence blocks are intended to be used as tools to exclude any therapy from clinical consideration or reimbursement.  In this institution, there is a formal process to solicit comments from medical oncologists on potential treatment updates to the guidelines, which are consolidated and presented at the panel by their representative (a surgeon).","The following insights were gleaned from an NCCN NSCLC panelist in the Midwest institution

?	After reviewing the 026 deck, AI commented that the study design was flawed. She stated they were really hoping for Nivo in an all comers population in the 1L.
?	A discussion around the discussant?s (Soria) comments/tweets at ESMO when he compared the trials (we confirmed that you can?t compare data across trials, but can look at differences in trials)
o	Differences in trial designs (CM026/KN 024)  and imbalances were discussed (never smokers, PDL1 expression differences, non-stratified PDL1 expression, cross over rates, females, health of pt pop). We discussed that Soria stated only ~10-15% of the patients in the real world would match the patient population in KN 024. 
?	This led to the question of why BMS designed their trial this way. She stated she is accustomed to BMS having stronger trials. 
?	Panelist confirmed that females do better in her experience
?	Panelist is aware of ICER, but is not participating in the review. 
?	In a reactive discussion around the NCCN guidelines, I explained BMS? stance that we do not think Nivo should be placed in the guidelines based on the science. She stated she?s heard in the community that people want to begin to use it in the 1L setting due to decreased toxicity. She?s unsure how they will get paid. She agreed with BMS request to not be in the guidelines as their institution and BMS align in their EBM thinking.
?	AI stated the biggest unmet need for patients with 1L lung cancer is to provide an effective therapy with minimal toxicity to patients with poor PS. She stated that?s were I/O can really show it?s benefit. 012 and 227 design were reactively discussed. She?s excited about 227. 
?	She stated there?s a big education gap on the side of the patient. She feels patients are still trying to push through their IMAR. 
?	AI stated she orders both the Pembro/Nivo assays when doing PDL1 expression testing. Discussion on FDA blue print ensued. She stated, in her experience, patients rarely test for >50%. 
?	She brought up OAK being an all comers population. She didn?t comment further, and only stated, we?ll have to see if the FDA gives them an indication.
?	When asked how this data changes her practice, AI closed with, ?I will use Pembro in 1L in healthy patients who are high expressers and Nivo in 2L for all comers who have not had Pembro.?",298
NCCN,Ins Category, Access Organization,9.43323586745,2.4254591856e-08,229,106,"I met with NCCN panelist for SCLC (though sees mostly NSCLC) at an NCCN center in  midwest.  She offered these insights:

She stated in her patient population she is seeing patients come in with info, asking for pembro as it did not ""fail"" trial like nivo.  Patients on nivo not asking to switch

On NCCN panel and SCLC she stated that Nivo and Nivo/Ipi given 2B rather quickly and without much discussion.  Stated this was bar was so low in second line SC.  She stated this ""sort of thing"" is considered by panel.  Stated bar would be somewhat higher in first line SCLC  (Topo/etc. has good RR but poor DOR, both important)

She, like others, felt pembro would likely get NCCN listing at 50% when data published.  She felt for nivo in first line the bar for listing would be quite high.  i.e. as pembro failed primary endpoint, if there was positive data (say at ESMO) for a cut-off above 5%, that data would have to be very good to get a listing.  This contrasts to most other panelists opinions I have heard.

On the design of 026 she felt that BMS probably had good advice given to us at ad boards when designing trial but we did not listen (she did not expand on this)

She stated that her institution just started testing for PDL-1 in house.  Prior it took 2-3 weeks for results.  Now takes 2 days","Eric Mortenson and I met with a HL NCCN panelist for a profiling exercise. Below are NCCN related insights.

The panel meets every 12-18 months in person. The next panel meeting is August; however, he stated we should expect an update to the guidelines within 6 weeks.
?	How their update approval process is designed:
o	An admin sends out the proposed guidelines for comment from the rest of the panelists via email. AI stated the ?very loud? panelists typically get their way. He stated the PD-1?s have been sent out for review and ?you will be happy with the outcome.?
?	When asked what data is needed for an NCCN update, he stated heavier weight is given for FDA approvals; however, phase II or better data will be reviewed. He stated there was not a standard endpoint required for a given category rating (ie OS for category 1).

Each panel operates independantly with their own set of rules.","During a lung cancer symposium in the southeast region, Joseph Ritchie and I gathered the following unsolicited opinions from 5 NCCN panelists or NTLs regarding the evolving NSCLC management landscape, with particular focus on KN-024, CM-026, and PD-L1 testing.
Unanimous that even without cross-trial comparison, Nivo, Pembro, and Atezo have comparable efficacy in 2L.
?	When asked how to decide which of  the 3 checkpoint inhibitors to use in 2L:
-AI/ TL #1: no real differences and you?re going to use the drug ?you grew up with??those like him that participated in Nivo trials will likely stick with Nivo because of familiarity
-AI/ TL #2: no testing and most convenient
1) doesn?t need more paperwork and will avoid filling out forms to test, which eliminates Pembro from consideration
2) Q3W > Q2W, so will use Atezo over Nivo
-AI/ TL #3: PD-1s ORR generally better than PD-L1s ORR, even though comparable OS",335
NCCN panelist,Ins Category, Access Organization,6.41810344828,4.33491831044e-05,94,149,"Heather Copher-Sweeney and I recently met with a NTL/ Lymphoma NCCN panelist from an NCI-designated academic institution to discuss the role of I-O in the treatment of cHL. The panelist offered the following insights:
Panelist use of I-O in treating HL:
  ? Has been using Nivo in the treatment of lymphoma for a while, and is very comfortable with its MoA and AE profile.
  ? Has used Nivo compassionate use almost exclusively in patients post-BV that never received an aSCT (due to not being candidates). 
  ? Has not had a Nivo patient since launch, and only treats lymphoma patients, the majority of which are RR patients. 
  ? Reported has only had experience with Nivo (no pembro use)
  ? When the discussion of post-Opdivo allo-SCT arose, this panelist shared that patients receiving immunosuppressants would not receive I-O, at least until it?s better understood
    ? Experienced one GVHD death due to autoimmune hepatitis 
    ?	Requested med info regarding use post- allo (Herbaux et al data was reviewed and med info request for abstract was sent)
  ? Opportunities for I-O in HL:
        o Doesn?t believe ceiling for treatment of HL has been reached. Sees unmet need in 2L, and believes that I-O can challenge high-dose chemos, like ICE with better outcomes and less toxicity
    ?  Sees the 1L therapies firmly entrenched
Bleomycin shortage:
  ? Was recently informed by institution?s pharmacy that they were having difficulty obtaining Bleomycin and had a limited supply, so panelist should think about who really needs it
  ? Participated in BV+AVD study, and thinks the results aren?t just useful during this Bleomycin shortage
      o Has a BV+AD (minus bleomycin and vinblastine) trial open, and would even look to more actively place patients on that trial if bleomycin shortage continues indefinitely
Checkmate 205:
  ? The panelist had not seen the data for 205 that had been presented at ASCO. Upon presentation of the data, the panelist responded favorably, (i.e., reacting as if it were comparable to expectations).
New NCCN Guidelines:
  ? The panelist was unaware that the updated guidelines had already been published, and asked what changes were finally made. This panelist remembered having received an email from NCCN the day earlier but hadn?t yet read it and hadn?t seen the new guidelines.
    o When we listed the changes, the panelist seemed surprised that there weren?t additional changes. The panelist mentioned that the most recent TC of NCCN panelists was almost entirely devoted to Nivo, and was surprised that the category wasn?t changed for Nivo. The panelist couldn?t understand why Nivo was left in same category with Pembro (that has less data, no meaningful publication, or FDA approval).","I met with a NCCN NSCLC panelist in the midwest.  He offered these insights

On OAK at ESMO he stated he and the panel viewed the data to be good, roughly like Opdivo.  On the issue of the ESMO data showing ""positive"" results in the PDL-1 negative population, we went over the issues and he stated the panel recently discussed this.  Stated there was not strong enthusiasm of panel for the PDL-1 negative argument due to reasons we discussed internally, but also due to low numbers and at this point unpublished data (he stressed this).  That said given indication of atezo unlikely to get NCCN recommendation more restrictive than label.

Agreed with just about everybody else that 026 was surprise, likely trial design, etc.

On KN 021 stated panel felt the data way to early to recommend Chemo/Pembro in any way.  Had no opinion on whether IO/IO or IO/chemo likely to be superior

Stated NCCN was working on recommendation on how to use PDL-1 cutoffs in some future statement.  This is second NCCN panelist to mention this to me.  Other was in cHL.  Stated majority of effort was in the 1-100% area (as opposed to 0-3+)  Commended BMS for working with Ventana

Noted when voting any member whose name was on relevant paper must recuse self.","I met with NCCN panelist for SCLC (though sees mostly NSCLC) at an NCCN center in  midwest.  She offered these insights:

She stated in her patient population she is seeing patients come in with info, asking for pembro as it did not ""fail"" trial like nivo.  Patients on nivo not asking to switch

On NCCN panel and SCLC she stated that Nivo and Nivo/Ipi given 2B rather quickly and without much discussion.  Stated this was bar was so low in second line SC.  She stated this ""sort of thing"" is considered by panel.  Stated bar would be somewhat higher in first line SCLC  (Topo/etc. has good RR but poor DOR, both important)

She, like others, felt pembro would likely get NCCN listing at 50% when data published.  She felt for nivo in first line the bar for listing would be quite high.  i.e. as pembro failed primary endpoint, if there was positive data (say at ESMO) for a cut-off above 5%, that data would have to be very good to get a listing.  This contrasts to most other panelists opinions I have heard.

On the design of 026 she felt that BMS probably had good advice given to us at ad boards when designing trial but we did not listen (she did not expand on this)

She stated that her institution just started testing for PDL-1 in house.  Prior it took 2-3 weeks for results.  Now takes 2 days",243
institution,Ins Category, Access Organization,5.02242063492,8.01393828236e-07,278,27,"Eduard Goldenberg and I met with a NCCN SCCC panelist.  On general Opdivo in lung he offered these insights:

He stated at his institution they almost exclusively use Opdivo in the lung setting.  He stated this was due to a strong rHe elationship with BMS, stressed his institutions clinical trial experience.  Stated they are using pembro in first line but there have not been many off study appropriate patients thus far.  He did not feel Nivo use has declined after ESMO or after Atezo approval.  Offered that they still do not have pembro on order sets.

He stated he has used single agent Nivo in SCLC but has yet to see a response.  He has recently switched to combo (he thought Nivo q2 and ipi 1 q 6 but was unsure)  Too early too judge.

On above he stated he has had no payer issues in SCLC using nivo or ipi/nivo

Thought that PDL-1 status was important in NSquamous, not in squamous

Stated he actually liked q2 over q3.  He stated most patients are local and it gives them a chance to monitor patients better.  He stated they are now dosing q2 for first 4 doses at institution.  After this patients go to central institution q 4 and go to a satellite institution with mostly NP for alternative dosing","Heather Copher-Sweeney and I recently met with a NTL/ Lymphoma NCCN panelist from an NCI-designated academic institution to discuss the role of I-O in the treatment of cHL. The panelist offered the following insights:
Panelist use of I-O in treating HL:
  ? Has been using Nivo in the treatment of lymphoma for a while, and is very comfortable with its MoA and AE profile.
  ? Has used Nivo compassionate use almost exclusively in patients post-BV that never received an aSCT (due to not being candidates). 
  ? Has not had a Nivo patient since launch, and only treats lymphoma patients, the majority of which are RR patients. 
  ? Reported has only had experience with Nivo (no pembro use)
  ? When the discussion of post-Opdivo allo-SCT arose, this panelist shared that patients receiving immunosuppressants would not receive I-O, at least until it?s better understood
    ? Experienced one GVHD death due to autoimmune hepatitis 
    ?	Requested med info regarding use post- allo (Herbaux et al data was reviewed and med info request for abstract was sent)
  ? Opportunities for I-O in HL:
        o Doesn?t believe ceiling for treatment of HL has been reached. Sees unmet need in 2L, and believes that I-O can challenge high-dose chemos, like ICE with better outcomes and less toxicity
    ?  Sees the 1L therapies firmly entrenched
Bleomycin shortage:
  ? Was recently informed by institution?s pharmacy that they were having difficulty obtaining Bleomycin and had a limited supply, so panelist should think about who really needs it
  ? Participated in BV+AVD study, and thinks the results aren?t just useful during this Bleomycin shortage
      o Has a BV+AD (minus bleomycin and vinblastine) trial open, and would even look to more actively place patients on that trial if bleomycin shortage continues indefinitely
Checkmate 205:
  ? The panelist had not seen the data for 205 that had been presented at ASCO. Upon presentation of the data, the panelist responded favorably, (i.e., reacting as if it were comparable to expectations).
New NCCN Guidelines:
  ? The panelist was unaware that the updated guidelines had already been published, and asked what changes were finally made. This panelist remembered having received an email from NCCN the day earlier but hadn?t yet read it and hadn?t seen the new guidelines.
    o When we listed the changes, the panelist seemed surprised that there weren?t additional changes. The panelist mentioned that the most recent TC of NCCN panelists was almost entirely devoted to Nivo, and was surprised that the category wasn?t changed for Nivo. The panelist couldn?t understand why Nivo was left in same category with Pembro (that has less data, no meaningful publication, or FDA approval).","Met with a regional oncology pharmacist manager AI, who provided the following unsolicited insights:
?	AI reactively mentioned that she?s observed instances of use of PD1 agents (Nivo, Pembro) as salvage therapy, in her institution, with unimpressive results.  
?	Due to the fact that her institution is not an IDN, comparative costs associated with IO therapy alternatives (eg. AE management costs associated with traditional Chemo) are not as important to them since they may generate revenue for interventions such as ER visits instead of being as sensitive to total spend for a patient.  
?	Due to this perspective, value measures such as the impact of seeing improved OS or positive impacts on quality of life are more important to her type of institution.  
?	She shared her institution?s P&T process as the following.  A physician (eg. Oncologist) requests an addition of a medication to formulary, which initiates pharmacy to create and present a drug monograph for P&T consideration.  With this info, the P&T committee then votes on this request for addition to formulary.  
?	The AI?s institution does have a formulary, but oncologists can order medicines not on formulary without a prior authorization process.  
?	If the medicine is on formulary, ease of access is faster since the medication is likely to be stocked by the infusion pharmacy.",305
meeting,Ins Category, Access Organization,4.53637992832,2.75629031929e-06,239,35,"Eric Mortenson and I met with a HL NCCN panelist for a profiling exercise. Below are NCCN related insights.

The panel meets every 12-18 months in person. The next panel meeting is August; however, he stated we should expect an update to the guidelines within 6 weeks.
?	How their update approval process is designed:
o	An admin sends out the proposed guidelines for comment from the rest of the panelists via email. AI stated the ?very loud? panelists typically get their way. He stated the PD-1?s have been sent out for review and ?you will be happy with the outcome.?
?	When asked what data is needed for an NCCN update, he stated heavier weight is given for FDA approvals; however, phase II or better data will be reviewed. He stated there was not a standard endpoint required for a given category rating (ie OS for category 1).

Each panel operates independantly with their own set of rules.","In a meeting with a large national payer, AI mentioned that BMS should have a proactive source that reflects certain long term (1-5 yr) positive data (OS, PFS) to show IO value as opposed to just mOS, mPFS","I met with NCCN panelist for HN and two other MDs at his hospital
They feel right now PD1 inhibitors are standard second line HN.  This is their SOC and they have not had any pushback (have not needed a single appeal) from any payer at their institution.  They consider Nivo and Pembro equivalent.",274
competitiveness,Ins Category, Access Organization; Health Plan/Payer,760.5,2.89262804908e-05,2,0,"Met with a regional drug utilization & policy payer AI, who provided the following unsolicited insights.
?	AI stated that Nivolumab?s flat dosing label update will have a negative cost implication for his organization?s patient population, due to the fact that his patients are on average lighter than the 80kg that the flat dosing is predicated upon.   
?	On a population level, this may impact the cost competitiveness of Nivo against the other PD1/PDL1 agents (Pembro, Atezo), where previously this was a cost advantage in some instances prior to the Nivo flat dosing update.  
?	AI mentioned that a Nivo blended weight and flat dosing approach to treatment, which entails dosing patients at 3mg/kg up to 240mg capped for a 80 kg or greater patient, would be one potential way to avoid this negative cost implication with flat dosing.","Met with a regional drug utilization & policy payer AI, who provided the following unsolicited insights.
?	AI stated that Nivolumab?s flat dosing label update has a potential to have a negative cost implication for his organization?s patient population, due to the fact that his patients are on average lighter than the 80kg that the flat dosing is predicated upon.   
?	On a population level, this may impact the cost competitiveness of Nivo against the other PD1/PDL1 agents (Pembro, Atezo), where previously this was a cost advantage in some instances prior to the Nivo flat dosing update.  
?	Thus, AI mentioned that his medical coverage policy for Nivo already instructs for a blended weight and flat dosing approach to treatment, which entails dosing patients at 3mg/kg up to 240mg capped for a 80 kg or greater patient, to avoid this negative cost implication with flat dosing.","Met with a regional oncology P&T Formulary AI, who provided the following unsolicited insights:
?	AI disclosed that his organization?s medical policy was updated to allow for coverage of Pembro at PDL1>1% due to the Keynote 010 data (ORR PDL1>1% ~18%).",2
entails,Ins Category, Access Organization; Health Plan/Payer,760.5,2.89262804908e-05,2,416,"Met with a regional drug utilization & policy payer AI, who provided the following unsolicited insights.
?	AI stated that Nivolumab?s flat dosing label update will have a negative cost implication for his organization?s patient population, due to the fact that his patients are on average lighter than the 80kg that the flat dosing is predicated upon.   
?	On a population level, this may impact the cost competitiveness of Nivo against the other PD1/PDL1 agents (Pembro, Atezo), where previously this was a cost advantage in some instances prior to the Nivo flat dosing update.  
?	AI mentioned that a Nivo blended weight and flat dosing approach to treatment, which entails dosing patients at 3mg/kg up to 240mg capped for a 80 kg or greater patient, would be one potential way to avoid this negative cost implication with flat dosing.","Met with a regional drug utilization & policy payer AI, who provided the following unsolicited insights.
?	AI stated that Nivolumab?s flat dosing label update has a potential to have a negative cost implication for his organization?s patient population, due to the fact that his patients are on average lighter than the 80kg that the flat dosing is predicated upon.   
?	On a population level, this may impact the cost competitiveness of Nivo against the other PD1/PDL1 agents (Pembro, Atezo), where previously this was a cost advantage in some instances prior to the Nivo flat dosing update.  
?	Thus, AI mentioned that his medical coverage policy for Nivo already instructs for a blended weight and flat dosing approach to treatment, which entails dosing patients at 3mg/kg up to 240mg capped for a 80 kg or greater patient, to avoid this negative cost implication with flat dosing.","Met with a regional institutional cancer center director and lung AI, who provided the following unsolicited insights:
?	Ai disclosed that his institution, with the recent merger with CHI, will be a 100 plus hospital institution with cancer centers throughout the western United States.
?	His institution has an open formulary across the institution.
?	His institution does prefer certain medication products, based solely upon contracting prices, instead of clinical considerations such as strength of recommendations.
?	His institution does not have pathways per se, but prescriber selection of medicines is influenced by the institution?s contracting in terms of price advantages or discounts.
?	He is the cancer center director of a major regional, and soon to be national payer/medical group organization, with a large footprint across most of the western US.
?	He states that all of his institution?s cancer centers use the same cancer specific patient EMR system, called FDO, which collects information across the system, such as histology and genomic testing results.",418
