driver,type,subset,impact,score,related_terms,doc_count,example_doc,example_doc2,example_doc3
contrast,auto_found,Month,1.56101602407708,0.06391248789779704,['contrast'],11,"I met with NCCN panelist for SCLC (though sees mostly NSCLC) at an NCCN center in  midwest.  She offered these insights:

She stated in her patient population she is seeing patients come in with info, asking for pembro as it did not ""fail"" trial like nivo.  Patients on nivo not asking to switch

On NCCN panel and SCLC she stated that Nivo and Nivo/Ipi given 2B rather quickly and without much discussion.  Stated this was bar was so low in second line SC.  She stated this ""sort of thing"" is considered by panel.  Stated bar would be somewhat higher in first line SCLC  (Topo/etc. has good RR but poor DOR, both important)

She, like others, felt pembro would likely get NCCN listing at 50% when data published.  She felt for nivo in first line the bar for listing would be quite high.  i.e. as pembro failed primary endpoint, if there was positive data (say at ESMO) for a cut-off above 5%, that data would have to be very good to get a listing.  This contrasts to most other panelists opinions I have heard.

On the design of 026 she felt that BMS probably had good advice given to us at ad boards when designing trial but we did not listen (she did not expand on this)

She stated that her institution just started testing for PDL-1 in house.  Prior it took 2-3 weeks for results.  Now takes 2 days",RTL in SCCHN noted at his center (Major university in midwest) they were using mostly pembro off trial for HN cancer because it has been approved longer and his center feels access is easier.  This contrasts with another major center in same city who has been using nivo all yr without any insurance issues.,"Academic RTL shared that they have seen overall 'disappointing' results with nivo in 2L/3L NSCLC patients similar to 017/057 trial populations.  States that they have seen only a handful (estimating about 5%) PR's and several shorter-term SD's (~4 months).  Has not deterred use, ""as toxicity alone is a big win"". 

In contrast, state that in about 5 SCLC patients that they have treated off-label, they have seen ""amazing"" results, with almost all getting marked benefit even though they were 4L+."
change,auto_found,Month,0.9180381094397353,0.06170854719558626,['change'],125,"NTL from NCCN institution remarked that in his opinion, within appox 4-12 months the front line setting would look like PDL-1 over 50% will be pembro OR nivo.  Under 50% will still be doublet, but that could/would change with more time","During a lung cancer symposium in the southeast region, Joseph Ritchie and I gathered the following unsolicited opinions from a NTL/ NCCN panelist (medical oncologist) at an NCI-designated cancer center in NYC
-Believes that the term ?value? is currently more of a talking point than something actionable. However, in light of -024 and -026, he sees ?value? as defining a population and not just giving expensive drugs to every patient that walks through the door.
-Also believes ORR is crucial and may even be the most important of endpoints to any conversation around value
-PD-L1 testing is as big a change as there has been in a long time when it comes to directing decision-making in oncology. If pathologists aren?t testing regularly for PD-L1, it is the duty of the medical oncologists to speak with their pathologists to better educate them (because pathologists aren?t reading the most recent oncology literature).
-However, this panelist said that he wouldn?t necessarily send a patient back in for a biopsy if not enough tissue was available or testing was indeterminate in 1L setting.","Insights gained from medical director, clinical and anatomic pathologist at community hospital in NW territory: i) PD-L1 tests are sent out to GenPath diagnostics; ii) no near-future efforts will be made to bring testing in-house; iii) 3-4 NSCLC cases are sent for testing per month; iv) Med-oncs are not reflex testing for PD-L1 as of yet but TL expects this is likely to change in the near future."
50% PD-L1 expression,auto_found,Month,1.4638221555354798,0.06134640371938198,"['testing for PD-L1', 'use pembro', '1L', '1L NSCLC', 'negative', 'PDL1 expressors', 'high expressors', '2L NSCLC', 'PDL1 status', 'KEYNOTE-024', 'not test', 'become SOC', '50% PD-L1 expression', 'routinely', 'p16']",841,"[026 - NOT Top 300; ""opted in""]  RTL from a large, progressive community institution is very ready to adopt pembro in first-line NSCLC based on KEYNOTE-024 for patients >50% PD-L1 expression.

All NSCLC patients at his institution and its satellites get tested for PD-L1 expression.  RTL will otherwise give chemo for patients <50% PD-L1 in first-line based on 026.","[026 - NOT Top 300; ""opted in""]  RTL from a large, progressive community institution (who also happens to be an investigator for KEYNOTE-021) was NOT thrilled about 026.

RTL is very ready to adopt pembro in first-line NSCLC based on KEYNOTE-024 for patients >50% PD-L1 expression.  All NSCLC patients at his institution and its satellites get tested for PD-L1 expression. RTL will otherwise give chemo for patients <50% PD-L1 in first-line based on 026.

RTL is eager to see the results for 227.  As he was also a PI for KEYNOTE-021, RTL is interested how the patients do in the nivo + chemo arm for PD-L1 <1%.","The following insights were gained from a surgical pathologist and medical director at large university hospital in NW territory: i) Last week, medical oncologists at this university hospital have made a decision to reflex test all NSCLC patients for PD-L1 expression. All tests are done in-house, the institution has only Dako platforms, and only 22C3 tests are performed. ~4 NSCLC samples are tested per week; ii) Laboratory reports PD-L1 test results as approximate percent positive tumor cells. In addition, they report tests as high (>50% PD-L1 expression), low (1-50% PD-L1 expression), and negative (0% PD-L1 expression); iii) very interested in idea of IHC multiplexing in immuno-oncology space."
reserve,auto_found,Month,0.8315659516758654,0.06083438503830683,"['preferred', '2L', 'reserve', 'platinum doublet']",382,A Lung NTL told me that he has heard the Foundation is using the Ventana SP142 antibody to fulfill requests for some of its PD-1 testing results.  The TL is aware of the Project Blueprint data and does not believe this test should be used.  The TL noted that this might hurt Merck since the SP142 test seems to read consistently lower than the Dako tests and could turn >50% staining to less than and thus out of label for Pembro.  TL went on to say this might effect BMS also since some physicians have been reserving Opdivo for patients with PD-L1 negative tests and Atezolizumab with its q3w dosing might be desirable.,"Community LTL shared that he would test for PD-L1 in 1L lung. For patients in the second line who did not qualify for 1L pembro therapy, he was planning on using pembro for patients who expressed PD-L1 and reserving nivo for non-expressers. He further shared that his reasoning for doing this is the data that he has seen for pembro in the enriched patient population.","A regional AI for lung at an academic institution in the HSL South territory shared the following unsolicited insight about nivo vs. pembro in the light of press releases for KN024 and CM026:
?	Still think that nivo and pembro are essentially equivalent. KN024 meeting its primary endpoints and CM026 not meeting its endpoint did not change anything. Believes that CM026 negative results are the consequence of risky study design choices rather than anything wrong with nivo. Reserves his final judgment until the results of KN024/CM026 are made public."
subsequent,auto_found,Month,1.1270156607132267,0.06014565896925998,"['subsequent', 'observed']",69,"Met with a national lung AI/TL post-ESMO, who provided the following unsolicited insights from the podium and in conversation.
?	PDL1 testing is imperfect, but it helps to find patients who may respond.  Even if there is no expression, it doesn't mean the patient won't respond.
?	She says there is a JCO publication looking at pneumonitis with pd1, pdl1, and ctla4 therapies, showing this adverse event is agnostic to the type of CA, but it may be more frequently observed with CTLA4 therapy.
?	She emphasized that in KN 024, a high number of patients were screened to winnow down to the randomized population, around 15%.
o	She expressed that even with crossover of ~40% in the KN study, the OS looks good.
?	In the context of CM 026 being negative, she stated and understood that the trial was conducted very differently from KN 024, in terms of the primary endpoint and PDL1 cutoffs.
o	There are still lots of questions still to resolve, and lots to chew on.
?	It?s too soon to make a judgment about 1L data, but chemo will still have a role in 1L.
?	In conversation, she stated:
o	She admitted she hasn't had time to delve into CM 026 data yet since she was on call during the ESMO weekend.
o	She agreed to a subsequent meeting to discuss more in depth.
o	She thinks that the CM 026 negative result may have to do with study design itself.  
o	This is not the final answer on this question as there is still lots to learn about 1L therapy.
o	She believes that the future may be combination therapy (IO or chemo).",An investigator asked whether we have studies of how I-O potentiates effects of subsequent therapy.  In her experience patients that progressed on I-O have unexpectedly great results with subsequent chemotherapy.  In some cases after recycling a chemotherapeutic agent that has shown previous progression.,"RTL from a large community institution was very impressed with CheckMate 012 first-line data from ASCO.  Moreover, he expressed interest in using ipi+nivo for SCLC based on the positive results from CheckMate 032 presentation and subsequent publication."
yr,auto_found,Month,1.402190966167506,0.05784742624655517,"['expects', 'PDL1 expressors', 'disappointed', 'yr', 'results', 'KN024']",463,?	BV/Nivo ? Bar is set at PFS of 60% 1 yr and atleast 50% CR rate. If these results aren't reach in cHD then the results were not succesfull.,?	BV/Nivo ? Bar is set at PFS of 60% 1 yr and atleast 50% CR rate. If these results aren't reach in cHD then the results were not succesfull.,"NTL in midwest noted her institution had a number of patients that went through numerous lines of chemo in NSCLC prior to Nivo approval.  They went on Nivo on approval and a number of them are still doing well.  Got impression they were still getting Nivo q 2 but did not ask specifically

Same TL also sees fair bit of sarcoma (70 a yr., mostly peds)  and has had decent sucess with nivo generally through expanded access."
frequently,auto_found,Month,0.6473051567317736,0.05688371134819155,['frequently'],19,"During a proactive meeting to discuss CM-026 data, a RAI/NSCLC panelist advisor made the following comments: 
+++CM-026 ? frequently made comments+++
?	Seemed to be already aware that CM-026 had not met any of its endpoints.
?	Attributed negative results to weak study design and risky research hypotheses.  
?	At this stage, would not change anything to CM-227.
?	Is comfortable with recommendations for nivo and pembro in latest NSCLC NCCN guidelines.","During a meeting to proactively discuss the results of CM-026, a NAI, chair of a pathway committee for lung cancer shared the following insight:
?	When asked about what he learned at ESMO that was important, his response was: ?Opdivo has had a nice ride, but based on ESMO data Keytruda has now won in the 1L setting and Tecentriq in the 2L setting?. 
?	For 1L, further explained that Keytruda will become SOC for patients with tumor PDL1 expression ?50% (PL-based CT still best option for patients with PDL1 expression <50%).
?	For 2L, and when asked ?why Tecentriq??, explained that nivo, pembro, and atezo are all equivalent. Rationale for giving preference to Tecentriq: 1) more experience with the agent (his institution has contributed to multiple atezo trials); 2) convenience of q3w for the patients (unnecessary to see patients more frequently than q3w to ensure optimal safety; insensitive to the argument that median number of doses is similar with q2w and q3w for a majority of patients given median duration of treatment of ~3mo). ?I also love nivo, but I have no reason to use it?. ?In 2L pembro is at the bottom of the list? (personal unhappiness with Merck in recent times ? bad customer experience).","Local lung TL commented that when it comes to Q3W dosing convenience, you truly get two completely different preferences based on who you talk to. In her opinion, having experience treating pts at a city-based, academic cancer center as well as a more rural satellite clinic, those pts that are being seen in the smaller satellites are usually in favor of coming to the office more often due to the social aspects of it (often older population without day jobs), whereas those that are being seen at academic centers want to come in less frequently due to other responsibilities or the hassle of parking, travel, etc."
randomized,auto_found,Month,0.5076475352878951,0.05650399555431468,['randomized'],30,"Met with a national lung AI/TL post-ESMO, who provided the following unsolicited insights from the podium and in conversation.
?	PDL1 testing is imperfect, but it helps to find patients who may respond.  Even if there is no expression, it doesn't mean the patient won't respond.
?	She says there is a JCO publication looking at pneumonitis with pd1, pdl1, and ctla4 therapies, showing this adverse event is agnostic to the type of CA, but it may be more frequently observed with CTLA4 therapy.
?	She emphasized that in KN 024, a high number of patients were screened to winnow down to the randomized population, around 15%.
o	She expressed that even with crossover of ~40% in the KN study, the OS looks good.
?	In the context of CM 026 being negative, she stated and understood that the trial was conducted very differently from KN 024, in terms of the primary endpoint and PDL1 cutoffs.
o	There are still lots of questions still to resolve, and lots to chew on.
?	It?s too soon to make a judgment about 1L data, but chemo will still have a role in 1L.
?	In conversation, she stated:
o	She admitted she hasn't had time to delve into CM 026 data yet since she was on call during the ESMO weekend.
o	She agreed to a subsequent meeting to discuss more in depth.
o	She thinks that the CM 026 negative result may have to do with study design itself.  
o	This is not the final answer on this question as there is still lots to learn about 1L therapy.
o	She believes that the future may be combination therapy (IO or chemo).","A national melanoma and RCC TL during our meeting asked if we have data on Nivolumab given Q3W. Following a review/discussion of the OS data from Checkmate -010, the TL made the following comments: 
a). The study did not include a treatment group with Nivolumab at 3 mg/kg. 
 b). We should compare Nivolumab 3 mg/kg Q2W vs Nivolumab 3mg/kg Q3W in randomized fashion.
 c). Our competitor has done a phase-3 study comparing pembrolizumab Q2W vs Q3W, while we have not.","RTL commented that, while it may not be popular opinion among some physicians in a time when requirements for FDA approvals are changing, he feels the more traditional way that BMS has approached studies using randomized studies and waiting for appropriate endpoints has made their overall breadth of data with nivo much stronger and more reputable than other competitors that have garnered approvals on single arm, very small studies."
SCLC,auto_found,Month,0.9222236829500271,0.05552971337866002,"['SCCHN', '2L+', 'SCLC']",182,"HCP from a community institution was very excited to see CheckMate 012 and 032 results for first-line NSCLC and SCLC, respectively.  For 012, HCP was shocked at the ORR by PD-L1 expression level for the pooled patients for combination of nivo and ipi.  HCP is eager to see additional results from CheckMate 227.","Section Chief at a large VA center (one of the largest in nation) shared that nivolumab is being added to the VA formulary for relapsed/refractory SCLC. This will initially only include select VA location, but could eventually be expanded to all VA oncology centers ahead of an actual indication.","I met with NCCN panelist for SCLC (though sees mostly NSCLC) at an NCCN center in  midwest.  She offered these insights:

She stated in her patient population she is seeing patients come in with info, asking for pembro as it did not ""fail"" trial like nivo.  Patients on nivo not asking to switch

On NCCN panel and SCLC she stated that Nivo and Nivo/Ipi given 2B rather quickly and without much discussion.  Stated this was bar was so low in second line SC.  She stated this ""sort of thing"" is considered by panel.  Stated bar would be somewhat higher in first line SCLC  (Topo/etc. has good RR but poor DOR, both important)

She, like others, felt pembro would likely get NCCN listing at 50% when data published.  She felt for nivo in first line the bar for listing would be quite high.  i.e. as pembro failed primary endpoint, if there was positive data (say at ESMO) for a cut-off above 5%, that data would have to be very good to get a listing.  This contrasts to most other panelists opinions I have heard.

On the design of 026 she felt that BMS probably had good advice given to us at ad boards when designing trial but we did not listen (she did not expand on this)

She stated that her institution just started testing for PDL-1 in house.  Prior it took 2-3 weeks for results.  Now takes 2 days"
bridge,auto_found,Month,1.6086834631683329,0.05514791982808287,['bridge'],14,"Insights from 1:1 meeting with anatomic and clinical pathologist, IHC expert, and director of pathology laboratory from academic institution/large medical center in NW territory: i) PD-L1 is a challenge for this institution in trying to meet specific needs of medical oncologists in part as PD-L1 diagnostics are linked to individual FDA approved PD-1 and PD-L1 inhibitors; ii) institution would like to start testing in-house but only has Leica Bond III platform; iii) institution pathologists are very interested in PD-L1 bridging studies that identify PD-L1 clone for Leica platform and is concordant with PD-L1 IHC diagnostics on the market; iv) all PD-L1 tests are sent out to PhenoPath; v)reflex testing for 22C3 for stage III and IV NSCLC patients along with molecular ALK and EGFR testing; v) volume of requests has sky-rocketed with pembro 1L approval to a current rate of about 5-10 per week; vi) TL estimates 300-500 NSCLC cases will be tested for PD-L1 in a calendar year at this rate; vii) TL is very interested in MMR/MSI testing in GI space and focused on bridging IHC based to molecular based tests; viii) TL requested regular updates and information on Blueprint project and I plan to follow-up accordingly.","Numerous TLs expressed maintains a rigid threshold for pembro use 1L to only those with >50% PDL1 expression. With them stating the reasoning is the current science and that you ""don't want to burn a therapeutic bridge by using an IO in the wrong setting (using in the wrong PDL1 population in 1L when all comers can derive benefit from 2L).","With regards to front line PD1 inhibitor use in NSCLC:  TL said it would be like burning the bridge before you crossed it, as we have no clear evidence what to do after front line PD1 inhibitor failure.  Great second line data!"
single agent Nivo,auto_found,Month,0.6891012015926211,0.047816028243375185,"['PDL1 expressors', 'single agent Nivo', 'Nivo']",926,"With respect to 026, KOL in my territory noted, ""So single agent Nivo didn't meet PFS end point, big deal!  We're all waiting for the combination data with ipilimumab anyway in the front line!""","Eduard Goldenberg and I met with a NCCN SCCC panelist.  On general Opdivo in lung he offered these insights:

He stated at his institution they almost exclusively use Opdivo in the lung setting.  He stated this was due to a strong rHe elationship with BMS, stressed his institutions clinical trial experience.  Stated they are using pembro in first line but there have not been many off study appropriate patients thus far.  He did not feel Nivo use has declined after ESMO or after Atezo approval.  Offered that they still do not have pembro on order sets.

He stated he has used single agent Nivo in SCLC but has yet to see a response.  He has recently switched to combo (he thought Nivo q2 and ipi 1 q 6 but was unsure)  Too early too judge.

On above he stated he has had no payer issues in SCLC using nivo or ipi/nivo

Thought that PDL-1 status was important in NSquamous, not in squamous

Stated he actually liked q2 over q3.  He stated most patients are local and it gives them a chance to monitor patients better.  He stated they are now dosing q2 for first 4 doses at institution.  After this patients go to central institution q 4 and go to a satellite institution with mostly NP for alternative dosing","Academic TL with regards to 227: in light of outcome of 026, thinks BMS is making a big mistake by keeping the single agent nivo arm active."
